"imdb_id","genre_id"
"tt11187956",7
"tt1679238",7
"tt9121650",7
"tt24224080",7
"tt7215548",7
"tt10656212",7
"tt26505553",7
"tt14773940",7
"tt37502132",7
"tt9695156",7
"tt37344163",7
"tt11646202",7
"tt33095211",7
"tt1748216",7
"tt27554460",7
"tt1356835",7
"tt30400709",7
"tt7941934",7
"tt23472308",7
"tt10883272",7
"tt6481326",7
"tt1856712",7
"tt27694297",7
"tt10643938",7
"tt9557810",7
"tt10495934",7
"tt33362747",7
"tt22986206",7
"tt10640262",7
"tt7521804",7
"tt1445022",7
"tt2912310",7
"tt1206534",7
"tt10687474",7
"tt37021158",7
"tt13789042",7
"tt15839124",7
"tt9558490",7
"tt19877146",7
"tt4472678",7
"tt13499146",7
"tt18815600",7
"tt11646170",7
"tt3032312",7
"tt22530172",7
"tt2062590",7
"tt38034889",7
"tt2073058",7
"tt3027130",7
"tt32237535",7
"tt4186170",7
"tt3094000",7
"tt17221000",7
"tt8077382",7
"tt21619276",7
"tt2796172",7
"tt7138190",7
"tt10726756",7
"tt5539350",7
"tt8880844",7
"tt8181502",7
"tt2668950",7
"tt1394258",7
"tt17634494",7
"tt26099504",7
"tt25875858",7
"tt2085865",7
"tt11640412",7
"tt20765928",7
"tt5459826",7
"tt4643400",7
"tt3239660",7
"tt24049304",7
"tt6029714",7
"tt37534343",7
"tt8894180",7
"tt11828456",7
"tt2015332",7
"tt5340728",7
"tt8474974",7
"tt14954636",7
"tt27648485",7
"tt11657044",7
"tt24225960",7
"tt23857646",7
"tt30476508",7
"tt33079321",7
"tt31032022",7
"tt11841132",7
"tt13409590",7
"tt2912348",7
"tt3069954",7
"tt6327432",7
"tt6522380",7
"tt12242980",7
"tt11799834",7
"tt5587488",7
"tt34960278",7
"tt33513545",7
"tt34547701",7
"tt10932060",7
"tt13612010",7
"tt1593726",7
"tt8571716",7
"tt11936544",7
"tt6493080",7
"tt10840160",7
"tt27055326",7
"tt13932538",7
"tt2713324",7
"tt36459622",7
"tt3032292",7
"tt3212916",7
"tt1190130",7
"tt3793526",7
"tt27446773",7
"tt7624534",7
"tt36553769",7
"tt14937912",7
"tt8250786",7
"tt16220298",7
"tt13353184",7
"tt19844972",7
"tt1631835",7
"tt2285635",7
"tt22507760",7
"tt9648942",7
"tt6947800",7
"tt13464986",7
"tt10643918",7
"tt32546802",7
"tt1817692",7
"tt5104080",7
"tt1612768",7
"tt4848740",7
"tt1305850",7
"tt31024893",7
"tt23050762",7
"tt13324734",7
"tt8233368",7
"tt15258248",7
"tt28643143",7
"tt6500168",7
"tt6437250",7
"tt9198814",7
"tt1385908",7
"tt28363725",7
"tt5863772",7
"tt18989582",7
"tt3000462",7
"tt20454864",7
"tt3680174",7
"tt10230316",7
"tt2156410",7
"tt2404241",7
"tt1190099",7
"tt15682780",7
"tt16970854",7
"tt10633542",7
"tt1243228",7
"tt2773600",7
"tt1414494",7
"tt2455368",7
"tt31070611",7
"tt38734007",7
"tt34606028",7
"tt13465228",7
"tt33479841",7
"tt13081264",7
"tt1356825",7
"tt33054457",7
"tt21986198",7
"tt20224208",7
"tt3180592",7
"tt10698426",7
"tt4713884",7
"tt35486465",7
"tt6780886",7
"tt2513342",7
"tt32740308",7
"tt27519902",7
"tt8566988",7
"tt18163648",7
"tt3813456",7
"tt14399128",7
"tt2285531",7
"tt26740948",7
"tt25150038",7
"tt4388222",7
"tt1791573",7
"tt29560417",7
"tt14288636",7
"tt16306374",7
"tt9558276",7
"tt34545978",7
"tt31031881",7
"tt36820598",7
"tt14176796",7
"tt5936978",7
"tt1210061",7
"tt2549996",7
"tt5706112",7
"tt1817669",7
"tt9315574",7
"tt30279496",7
"tt18163750",7
"tt1590941",7
"tt7340660",7
"tt15741372",7
"tt33479840",7
"tt9766528",7
"tt27744001",7
"tt1431086",7
"tt22394362",7
"tt6478692",7
"tt2902624",7
"tt11656988",7
"tt1945106",7
"tt14716556",7
"tt2251772",7
"tt1431149",7
"tt15763826",7
"tt11644218",7
"tt18293874",7
"tt28005338",7
"tt9249222",7
"tt27449521",7
"tt11799742",7
"tt9135740",7
"tt33399867",7
"tt33311826",7
"tt35713900",7
"tt2455404",7
"tt22507774",7
"tt1261925",7
"tt33701992",7
"tt34375730",7
"tt19367094",7
"tt15711508",7
"tt31070645",7
"tt10998004",7
"tt7277330",7
"tt10011534",7
"tt1576459",7
"tt1239435",7
"tt10773028",7
"tt7088006",7
"tt1593651",7
"tt27411059",7
"tt20765982",7
"tt11668994",7
"tt34984721",7
"tt10640710",7
"tt27823026",7
"tt5935682",7
"tt1293629",7
"tt29243069",7
"tt12993456",7
"tt3301012",7
"tt27882824",7
"tt11470064",7
"tt16296224",7
"tt18748928",7
"tt3032040",7
